sHomeName,sAwayName,iHomeGoals,iAwayGoals,sRegularPP,sCalendar,sMatchInfo,sStadium,sSpectators,dDate,iSpectators,sHome,sAway
MsHK Žilina,HC Košice s.r.o.,2,3,pp," Piatok 30.12.2016, 18:00"," 34. kolo, Číslo zápasu 167", _, 1609 divákov,12/30/2016 18:00,1609,ZI,KE
HKM a.s. Zvolen,"HK Poprad, s.r.o.",2,3,," Piatok 30.12.2016, 18:00"," 34. kolo, Číslo zápasu 168", ZŠ Zvolen, 1398 divákov,12/30/2016 18:00,1398,ZV,PP
"HK DUKLA Trenčín, a.s.",HC ‘05 iClinic Banská Bystrica,3,5,," Piatok 30.12.2016, 18:00"," 34. kolo, Číslo zápasu 169"," ZŠ Pavla Demitru, Trenčín", 2085 divákov,12/30/2016 18:00,2085,TN,BB
HC Nové Zámky ,"MHk 32 Liptovský Mikuláš, a.s.",5,2,," Piatok 30.12.2016, 18:00"," 34. kolo, Číslo zápasu 170", ZŠ Nové Zámky, 1524 divákov,12/30/2016 18:00,1524,NZ,LM
HC Nové Zámky ,MHC Martin,4,2,," Utorok 03.01.2017, 18:00"," 35. kolo, Číslo zápasu 171", ZŠ Nové Zámky, 1154 divákov,1/3/2017 18:00,1154,NZ,MT
"MHk 32 Liptovský Mikuláš, a.s.","HK DUKLA Trenčín, a.s.",8,3,," Utorok 03.01.2017, 17:00"," 35. kolo, Číslo zápasu 172", ZŠ Lipt. Mikuláš, 1350 divákov,1/3/2017 17:00,1350,LM,TN
HC ‘05 iClinic Banská Bystrica,HKM a.s. Zvolen,3,4,," Utorok 03.01.2017, 17:30"," 35. kolo, Číslo zápasu 173", ZŠ Banská Bystrica, 2841 divákov,1/3/2017 17:30,2841,BB,ZV
"HK Poprad, s.r.o.",MsHK Žilina,6,3,," Utorok 03.01.2017, 17:00"," 35. kolo, Číslo zápasu 174", ZŠ Poprad, 1658 divákov,1/3/2017 17:00,1658,PP,ZI
HC Košice s.r.o.,"HK Nitra, s.r.o.",1,4,," Utorok 03.01.2017, 17:30"," 35. kolo, Číslo zápasu 175", STEEL Arena Košice, 4286 divákov,1/3/2017 17:30,4286,KE,NR
"HK Nitra, s.r.o.","HK Poprad, s.r.o.",5,3,," Piatok 06.01.2017, 17:00"," 36. kolo, Číslo zápasu 177", Nitra Aréna, 2929 divákov,1/6/2017 17:00,2929,NR,PP
MsHK Žilina,HC ‘05 iClinic Banská Bystrica,5,2,," Piatok 06.01.2017, 17:00"," 36. kolo, Číslo zápasu 178", _, 1101 divákov,1/6/2017 17:00,1101,ZI,BB
HKM a.s. Zvolen,"MHk 32 Liptovský Mikuláš, a.s.",5,1,," Piatok 06.01.2017, 17:00"," 36. kolo, Číslo zápasu 179", ZŠ Zvolen, 1277 divákov,1/6/2017 17:00,1277,ZV,LM
"HK DUKLA Trenčín, a.s.",HC Nové Zámky ,3,0,," Piatok 06.01.2017, 17:00"," 36. kolo, Číslo zápasu 180"," ZŠ Pavla Demitru, Trenčín", 1551 divákov,1/6/2017 17:00,1551,TN,NZ
"HK DUKLA Trenčín, a.s.",MHC Martin,2,1,," Nedeľa 08.01.2017, 17:00"," 37. kolo, Číslo zápasu 181"," ZŠ Pavla Demitru, Trenčín", 1807 divákov,1/8/2017 17:00,1807,TN,MT
HKM a.s. Zvolen,HC Nové Zámky ,1,0,," Nedeľa 08.01.2017, 17:00"," 37. kolo, Číslo zápasu 182", ZŠ Zvolen, 1018 divákov,1/8/2017 17:00,1018,ZV,NZ
MsHK Žilina,"MHk 32 Liptovský Mikuláš, a.s.",4,2,," Nedeľa 08.01.2017, 17:00"," 37. kolo, Číslo zápasu 183", _, 909 divákov,1/8/2017 17:00,909,ZI,LM
"HK Nitra, s.r.o.",HC ‘05 iClinic Banská Bystrica,3,0,," Nedeľa 08.01.2017, 15:00"," 37. kolo, Číslo zápasu 184", Nitra Aréna, 3336 divákov,1/8/2017 15:00,3336,NR,BB
HC Košice s.r.o.,"HK Poprad, s.r.o.",0,1,," Nedeľa 08.01.2017, 17:00"," 37. kolo, Číslo zápasu 185", STEEL Arena Košice, 2629 divákov,1/8/2017 17:00,2629,KE,PP
MHC Martin,"HK Poprad, s.r.o.",3,4,sn," Piatok 13.01.2017, 18:00"," 38. kolo, Číslo zápasu 186", ZŠ Martin, 1555 divákov,1/13/2017 18:00,1555,MT,PP
HC Košice s.r.o.,HC ‘05 iClinic Banská Bystrica,2,3,," Piatok 13.01.2017, 17:30"," 38. kolo, Číslo zápasu 187", STEEL Arena Košice, 3971 divákov,1/13/2017 17:30,3971,KE,BB
"MHk 32 Liptovský Mikuláš, a.s.","HK Nitra, s.r.o.",1,4,," Piatok 13.01.2017, 17:00"," 38. kolo, Číslo zápasu 188", ZŠ Lipt. Mikuláš, 1370 divákov,1/13/2017 17:00,1370,LM,NR
HC Nové Zámky ,MsHK Žilina,2,3,," Piatok 13.01.2017, 18:00"," 38. kolo, Číslo zápasu 189", ZŠ Nové Zámky, 874 divákov,1/13/2017 18:00,874,NZ,ZI
"HK DUKLA Trenčín, a.s.",HKM a.s. Zvolen,4,1,," Piatok 13.01.2017, 18:00"," 38. kolo, Číslo zápasu 190"," ZŠ Pavla Demitru, Trenčín", 2061 divákov,1/13/2017 18:00,2061,TN,ZV
HKM a.s. Zvolen,MHC Martin,0,1,sn," Nedeľa 15.01.2017, 17:00"," 39. kolo, Číslo zápasu 191", ZŠ Zvolen, 1015 divákov,1/15/2017 17:00,1015,ZV,MT
MsHK Žilina,"HK DUKLA Trenčín, a.s.",2,1,pp," Nedeľa 15.01.2017, 17:00"," 39. kolo, Číslo zápasu 192", _, 1203 divákov,1/15/2017 17:00,1203,ZI,TN
"HK Nitra, s.r.o.",HC Nové Zámky ,1,3,," Nedeľa 15.01.2017, 17:00"," 39. kolo, Číslo zápasu 193", Nitra Aréna, 3100 divákov,1/15/2017 17:00,3100,NR,NZ
HC Košice s.r.o.,"MHk 32 Liptovský Mikuláš, a.s.",4,2,," Nedeľa 15.01.2017, 17:00"," 39. kolo, Číslo zápasu 194", STEEL Arena Košice, 2496 divákov,1/15/2017 17:00,2496,KE,LM
"HK Poprad, s.r.o.",HC ‘05 iClinic Banská Bystrica,4,1,," Nedeľa 15.01.2017, 17:00"," 39. kolo, Číslo zápasu 195", ZŠ Poprad, 1787 divákov,1/15/2017 17:00,1787,PP,BB
MHC Martin,HC ‘05 iClinic Banská Bystrica,4,1,," Piatok 20.01.2017, 18:00"," 40. kolo, Číslo zápasu 196", ZŠ Martin, 1545 divákov,1/20/2017 18:00,1545,MT,BB
"MHk 32 Liptovský Mikuláš, a.s.","HK Poprad, s.r.o.",2,3,," Piatok 20.01.2017, 17:00"," 40. kolo, Číslo zápasu 197", ZŠ Lipt. Mikuláš, 1360 divákov,1/20/2017 17:00,1360,LM,PP
HC Nové Zámky ,HC Košice s.r.o.,0,4,," Piatok 20.01.2017, 18:00"," 40. kolo, Číslo zápasu 198", ZŠ Nové Zámky, 1236 divákov,1/20/2017 18:00,1236,NZ,KE
"HK DUKLA Trenčín, a.s.","HK Nitra, s.r.o.",3,4,sn," Piatok 20.01.2017, 18:00"," 40. kolo, Číslo zápasu 199"," ZŠ Pavla Demitru, Trenčín", 2553 divákov,1/20/2017 18:00,2553,TN,NR
HKM a.s. Zvolen,MsHK Žilina,2,5,," Piatok 20.01.2017, 18:00"," 40. kolo, Číslo zápasu 200", ZŠ Zvolen, 902 divákov,1/20/2017 18:00,902,ZV,ZI
MsHK Žilina,MHC Martin,1,2,sn," Piatok 27.01.2017, 18:00"," 41. kolo, Číslo zápasu 201", _, 3212 divákov,1/27/2017 18:00,3212,ZI,MT
"HK Nitra, s.r.o.",HKM a.s. Zvolen,4,3,," Piatok 27.01.2017, 18:00"," 41. kolo, Číslo zápasu 202", Nitra Aréna, 2786 divákov,1/27/2017 18:00,2786,NR,ZV
HC Košice s.r.o.,"HK DUKLA Trenčín, a.s.",6,4,," Utorok 31.01.2017, 17:30"," 41. kolo, Číslo zápasu 203", STEEL Arena Košice, 2994 divákov,1/31/2017 17:30,2994,KE,TN
"HK Poprad, s.r.o.",HC Nové Zámky ,2,3,pp," Piatok 27.01.2017, 17:00"," 41. kolo, Číslo zápasu 204", ZŠ Poprad, 1278 divákov,1/27/2017 17:00,1278,PP,NZ
HC ‘05 iClinic Banská Bystrica,"MHk 32 Liptovský Mikuláš, a.s.",6,1,," Piatok 27.01.2017, 17:30"," 41. kolo, Číslo zápasu 205", ZŠ Banská Bystrica, 2225 divákov,1/27/2017 17:30,2225,BB,LM
MHC Martin,"MHk 32 Liptovský Mikuláš, a.s.",4,2,," Nedeľa 22.01.2017, 17:00"," 42. kolo, Číslo zápasu 206", ZŠ Martin, 1610 divákov,1/22/2017 17:00,1610,MT,LM
HC Nové Zámky ,HC ‘05 iClinic Banská Bystrica,2,3,," Nedeľa 22.01.2017, 17:00"," 42. kolo, Číslo zápasu 207", ZŠ Nové Zámky, 956 divákov,1/22/2017 17:00,956,NZ,BB
"HK DUKLA Trenčín, a.s.","HK Poprad, s.r.o.",2,1,," Nedeľa 22.01.2017, 17:00"," 42. kolo, Číslo zápasu 208"," ZŠ Pavla Demitru, Trenčín", 2005 divákov,1/22/2017 17:00,2005,TN,PP
HKM a.s. Zvolen,HC Košice s.r.o.,2,3,pp," Nedeľa 22.01.2017, 17:00"," 42. kolo, Číslo zápasu 209", ZŠ Zvolen, 1095 divákov,1/22/2017 17:00,1095,ZV,KE
MsHK Žilina,"HK Nitra, s.r.o.",3,4,," Nedeľa 22.01.2017, 17:00"," 42. kolo, Číslo zápasu 210", _, 1402 divákov,1/22/2017 17:00,1402,ZI,NR
"HK Nitra, s.r.o.",MHC Martin,5,2,," Piatok 03.02.2017, 18:00"," 43. kolo, Číslo zápasu 211", Nitra Aréna, 2585 divákov,2/3/2017 18:00,2585,NR,MT
HC Košice s.r.o.,MsHK Žilina,4,5,," Piatok 03.02.2017, 17:30"," 43. kolo, Číslo zápasu 212", STEEL Arena Košice, 2992 divákov,2/3/2017 17:30,2992,KE,ZI
"HK Poprad, s.r.o.",HKM a.s. Zvolen,5,6,," Piatok 03.02.2017, 17:00"," 43. kolo, Číslo zápasu 213", ZŠ Poprad, 1062 divákov,2/3/2017 17:00,1062,PP,ZV
HC ‘05 iClinic Banská Bystrica,"HK DUKLA Trenčín, a.s.",4,1,," Piatok 03.02.2017, 17:30"," 43. kolo, Číslo zápasu 214", ZŠ Banská Bystrica, 2325 divákov,2/3/2017 17:30,2325,BB,TN
"MHk 32 Liptovský Mikuláš, a.s.",HC Nové Zámky ,2,6,," Piatok 03.02.2017, 17:00"," 43. kolo, Číslo zápasu 215", ZŠ Lipt. Mikuláš, 1350 divákov,2/3/2017 17:00,1350,LM,NZ
MHC Martin,HC Nové Zámky ,2,1,," Nedeľa 05.02.2017, 17:00"," 44. kolo, Číslo zápasu 216", ZŠ Martin, 1750 divákov,2/5/2017 17:00,1750,MT,NZ
"HK DUKLA Trenčín, a.s.","MHk 32 Liptovský Mikuláš, a.s.",2,1,," Nedeľa 05.02.2017, 17:00"," 44. kolo, Číslo zápasu 217"," ZŠ Pavla Demitru, Trenčín", 2252 divákov,2/5/2017 17:00,2252,TN,LM
HKM a.s. Zvolen,HC ‘05 iClinic Banská Bystrica,3,4,pp," Nedeľa 05.02.2017, 17:00"," 44. kolo, Číslo zápasu 218", ZŠ Zvolen, 3820 divákov,2/5/2017 17:00,3820,ZV,BB
MsHK Žilina,"HK Poprad, s.r.o.",2,1,pp," Nedeľa 05.02.2017, 17:00"," 44. kolo, Číslo zápasu 219", _, 1332 divákov,2/5/2017 17:00,1332,ZI,PP
"HK Nitra, s.r.o.",HC Košice s.r.o.,3,2,sn," Nedeľa 05.02.2017, 15:00"," 44. kolo, Číslo zápasu 220", Nitra Aréna, 3396 divákov,2/5/2017 15:00,3396,NR,KE
HC Košice s.r.o.,MHC Martin,3,2,sn," Utorok 14.02.2017, 17:30"," 45. kolo, Číslo zápasu 221", STEEL Arena Košice, 3097 divákov,2/14/2017 17:30,3097,KE,MT
"HK Poprad, s.r.o.","HK Nitra, s.r.o.",1,3,," Utorok 14.02.2017, 17:00"," 45. kolo, Číslo zápasu 222", ZŠ Poprad, 1251 divákov,2/14/2017 17:00,1251,PP,NR
HC ‘05 iClinic Banská Bystrica,MsHK Žilina,4,1,," Utorok 14.02.2017, 17:30"," 45. kolo, Číslo zápasu 223", ZŠ Banská Bystrica, 2278 divákov,2/14/2017 17:30,2278,BB,ZI
"MHk 32 Liptovský Mikuláš, a.s.",HKM a.s. Zvolen,4,5,," Utorok 14.02.2017, 17:00"," 45. kolo, Číslo zápasu 224", ZŠ Lipt. Mikuláš, 1086 divákov,2/14/2017 17:00,1086,LM,ZV
HC Nové Zámky ,"HK DUKLA Trenčín, a.s.",3,1,," Utorok 14.02.2017, 18:00"," 45. kolo, Číslo zápasu 225", ZŠ Nové Zámky, 796 divákov,2/14/2017 18:00,796,NZ,TN
MHC Martin,"HK DUKLA Trenčín, a.s.",2,4,," Piatok 17.02.2017, 18:00"," 46. kolo, Číslo zápasu 226", ZŠ Martin, 1774 divákov,2/17/2017 18:00,1774,MT,TN
HC Nové Zámky ,HKM a.s. Zvolen,1,0,," Piatok 17.02.2017, 18:00"," 46. kolo, Číslo zápasu 227", ZŠ Nové Zámky, 1056 divákov,2/17/2017 18:00,1056,NZ,ZV
"MHk 32 Liptovský Mikuláš, a.s.",MsHK Žilina,4,5,," Piatok 17.02.2017, 17:00"," 46. kolo, Číslo zápasu 228", ZŠ Lipt. Mikuláš, 1135 divákov,2/17/2017 17:00,1135,LM,ZI
HC ‘05 iClinic Banská Bystrica,"HK Nitra, s.r.o.",3,2,pp," Piatok 17.02.2017, 17:30"," 46. kolo, Číslo zápasu 229", ZŠ Banská Bystrica, 2841 divákov,2/17/2017 17:30,2841,BB,NR
"HK Poprad, s.r.o.",HC Košice s.r.o.,3,2,," Piatok 17.02.2017, 17:00"," 46. kolo, Číslo zápasu 230", ZŠ Poprad, 1760 divákov,2/17/2017 17:00,1760,PP,KE
"HK Poprad, s.r.o.",MHC Martin,4,2,," Nedeľa 19.02.2017, 17:00"," 47. kolo, Číslo zápasu 231", ZŠ Poprad, 1411 divákov,2/19/2017 17:00,1411,PP,MT
HC Košice s.r.o.,HC ‘05 iClinic Banská Bystrica,1,2,," Nedeľa 19.02.2017, 17:00"," 47. kolo, Číslo zápasu 232", STEEL Arena Košice, 4075 divákov,2/19/2017 17:00,4075,KE,BB
"HK Nitra, s.r.o.","MHk 32 Liptovský Mikuláš, a.s.",5,1,," Nedeľa 19.02.2017, 15:00"," 47. kolo, Číslo zápasu 233", Nitra Aréna, 2329 divákov,2/19/2017 15:00,2329,NR,LM
MsHK Žilina,HC Nové Zámky ,4,3,pp," Nedeľa 19.02.2017, 17:00"," 47. kolo, Číslo zápasu 234", _, 1046 divákov,2/19/2017 17:00,1046,ZI,NZ
HKM a.s. Zvolen,"HK DUKLA Trenčín, a.s.",3,2,," Nedeľa 19.02.2017, 17:00"," 47. kolo, Číslo zápasu 235", ZŠ Zvolen, 1593 divákov,2/19/2017 17:00,1593,ZV,TN
MHC Martin,HKM a.s. Zvolen,3,4,pp," Piatok 24.02.2017, 18:00"," 48. kolo, Číslo zápasu 236", ZŠ Martin, 1802 divákov,2/24/2017 18:00,1802,MT,ZV
"HK DUKLA Trenčín, a.s.",MsHK Žilina,2,3,sn," Piatok 24.02.2017, 18:00"," 48. kolo, Číslo zápasu 237"," ZŠ Pavla Demitru, Trenčín", 2644 divákov,2/24/2017 18:00,2644,TN,ZI
HC Nové Zámky ,"HK Nitra, s.r.o.",8,1,," Piatok 24.02.2017, 18:00"," 48. kolo, Číslo zápasu 238", ZŠ Nové Zámky, 2258 divákov,2/24/2017 18:00,2258,NZ,NR
"MHk 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,0,2,," Piatok 24.02.2017, 17:00"," 48. kolo, Číslo zápasu 239", ZŠ Lipt. Mikuláš, 1274 divákov,2/24/2017 17:00,1274,LM,KE
HC ‘05 iClinic Banská Bystrica,"HK Poprad, s.r.o.",4,2,," Piatok 24.02.2017, 17:30"," 48. kolo, Číslo zápasu 240", ZŠ Banská Bystrica, 2788 divákov,2/24/2017 17:30,2788,BB,PP
HC ‘05 iClinic Banská Bystrica,MHC Martin,,,," Nedeľa 26.02.2017, 17:00"," 49. kolo, Číslo zápasu 241", ZŠ Banská Bystrica,Prehľad,2/26/2017 17:00,,BB,MT
"HK Poprad, s.r.o.","MHk 32 Liptovský Mikuláš, a.s.",2,4,," Nedeľa 26.02.2017, 17:00"," 49. kolo, Číslo zápasu 242", ZŠ Poprad, 1121 divákov,2/26/2017 17:00,1121,PP,LM
HC Košice s.r.o.,HC Nové Zámky ,5,1,," Nedeľa 26.02.2017, 17:00"," 49. kolo, Číslo zápasu 243", STEEL Arena Košice, 3166 divákov,2/26/2017 17:00,3166,KE,NZ
"HK Nitra, s.r.o.","HK DUKLA Trenčín, a.s.",4,3,," Nedeľa 26.02.2017, 15:00"," 49. kolo, Číslo zápasu 244", Nitra Aréna, 2783 divákov,2/26/2017 15:00,2783,NR,TN
MsHK Žilina,HKM a.s. Zvolen,6,3,," Nedeľa 26.02.2017, 15:00"," 49. kolo, Číslo zápasu 245", _, 1301 divákov,2/26/2017 15:00,1301,ZI,ZV
MHC Martin,MsHK Žilina,0,5,kont.," Piatok 03.03.2017, 18:00"," 50. kolo, Číslo zápasu 246", ZŠ Martin,Prehľad,3/3/2017 18:00,,MT,ZI
HKM a.s. Zvolen,"HK Nitra, s.r.o.",2,3,pp," Piatok 03.03.2017, 18:00"," 50. kolo, Číslo zápasu 247", ZŠ Zvolen, 1690 divákov,3/3/2017 18:00,1690,ZV,NR
"HK DUKLA Trenčín, a.s.",HC Košice s.r.o.,3,0,," Piatok 03.03.2017, 18:00"," 50. kolo, Číslo zápasu 248"," ZŠ Pavla Demitru, Trenčín", 2459 divákov,3/3/2017 18:00,2459,TN,KE
HC Nové Zámky ,"HK Poprad, s.r.o.",4,1,," Piatok 03.03.2017, 18:00"," 50. kolo, Číslo zápasu 249", ZŠ Nové Zámky, 1425 divákov,3/3/2017 18:00,1425,NZ,PP
"MHk 32 Liptovský Mikuláš, a.s.",HC ‘05 iClinic Banská Bystrica,2,4,," Piatok 03.03.2017, 17:00"," 50. kolo, Číslo zápasu 250", ZŠ Lipt. Mikuláš, 1310 divákov,3/3/2017 17:00,1310,LM,BB
"MHk 32 Liptovský Mikuláš, a.s.",MHC Martin,0,3,," Nedeľa 05.03.2017, 17:00"," 51. kolo, Číslo zápasu 251", ZŠ Lipt. Mikuláš, 1100 divákov,3/5/2017 17:00,1100,LM,MT
HC ‘05 iClinic Banská Bystrica,HC Nové Zámky ,4,3,," Nedeľa 05.03.2017, 17:00"," 51. kolo, Číslo zápasu 252", ZŠ Banská Bystrica, 2343 divákov,3/5/2017 17:00,2343,BB,NZ
"HK Poprad, s.r.o.","HK DUKLA Trenčín, a.s.",2,3,pp," Nedeľa 05.03.2017, 17:00"," 51. kolo, Číslo zápasu 253", ZŠ Poprad, 1425 divákov,3/5/2017 17:00,1425,PP,TN
HC Košice s.r.o.,HKM a.s. Zvolen,0,2,," Nedeľa 05.03.2017, 17:00"," 51. kolo, Číslo zápasu 254", STEEL Arena Košice, 7431 divákov,3/5/2017 17:00,7431,KE,ZV
"HK Nitra, s.r.o.",MsHK Žilina,4,1,," Nedeľa 05.03.2017, 15:00"," 51. kolo, Číslo zápasu 255", Nitra Aréna, 2790 divákov,3/5/2017 15:00,2790,NR,ZI
MHC Martin,"HK Nitra, s.r.o.",4,3,sn," Streda 08.03.2017, 18:00"," 52. kolo, Číslo zápasu 256", ZŠ Martin, 1761 divákov,3/8/2017 18:00,1761,MT,NR
MsHK Žilina,HC Košice s.r.o.,2,4,," Streda 08.03.2017, 18:00"," 52. kolo, Číslo zápasu 257", _,Prehľad,3/8/2017 18:00,,ZI,KE
HKM a.s. Zvolen,"HK Poprad, s.r.o.",4,3,sn," Streda 08.03.2017, 18:00"," 52. kolo, Číslo zápasu 258", ZŠ Zvolen, 1028 divákov,3/8/2017 18:00,1028,ZV,PP
"HK DUKLA Trenčín, a.s.",HC ‘05 iClinic Banská Bystrica,2,1,," Streda 08.03.2017, 18:00"," 52. kolo, Číslo zápasu 259"," ZŠ Pavla Demitru, Trenčín", 2301 divákov,3/8/2017 18:00,2301,TN,BB
HC Nové Zámky ,"MHk 32 Liptovský Mikuláš, a.s.",4,2,," Streda 08.03.2017, 18:00"," 52. kolo, Číslo zápasu 260", ZŠ Nové Zámky, 923 divákov,3/8/2017 18:00,923,NZ,LM
HC Nové Zámky ,MHC Martin,4,2,," Piatok 10.03.2017, 17:30"," 53. kolo, Číslo zápasu 261", ZŠ Nové Zámky, 1968 divákov,3/10/2017 17:30,1968,NZ,MT
"MHk 32 Liptovský Mikuláš, a.s.","HK DUKLA Trenčín, a.s.",2,4,," Piatok 10.03.2017, 17:30"," 53. kolo, Číslo zápasu 262", ZŠ Lipt. Mikuláš, 1080 divákov,3/10/2017 17:30,1080,LM,TN
HC ‘05 iClinic Banská Bystrica,HKM a.s. Zvolen,3,4,pp," Piatok 10.03.2017, 17:30"," 53. kolo, Číslo zápasu 263", ZŠ Banská Bystrica, 2841 divákov,3/10/2017 17:30,2841,BB,ZV
"HK Poprad, s.r.o.",MsHK Žilina,3,2,pp," Piatok 10.03.2017, 17:30"," 53. kolo, Číslo zápasu 264", ZŠ Poprad, 1017 divákov,3/10/2017 17:30,1017,PP,ZI
HC Košice s.r.o.,"HK Nitra, s.r.o.",6,1,," Piatok 10.03.2017, 17:30"," 53. kolo, Číslo zápasu 265", STEEL Arena Košice, 3636 divákov,3/10/2017 17:30,3636,KE,NR
MHC Martin,HC Košice s.r.o.,2,3,pp," Nedeľa 12.03.2017, 17:00"," 54. kolo, Číslo zápasu 266", ZŠ Martin, 2512 divákov,3/12/2017 17:00,2512,MT,KE
"HK Nitra, s.r.o.","HK Poprad, s.r.o.",2,1,," Nedeľa 12.03.2017, 17:00"," 54. kolo, Číslo zápasu 267", Nitra Aréna, 2227 divákov,3/12/2017 17:00,2227,NR,PP
MsHK Žilina,HC ‘05 iClinic Banská Bystrica,1,2,pp," Nedeľa 12.03.2017, 17:00"," 54. kolo, Číslo zápasu 268", _, 1127 divákov,3/12/2017 17:00,1127,ZI,BB
HKM a.s. Zvolen,"MHk 32 Liptovský Mikuláš, a.s.",4,1,," Nedeľa 12.03.2017, 17:00"," 54. kolo, Číslo zápasu 269", ZŠ Zvolen, 1070 divákov,3/12/2017 17:00,1070,ZV,LM
"HK DUKLA Trenčín, a.s.",HC Nové Zámky ,2,1,pp," Nedeľa 12.03.2017, 17:00"," 54. kolo, Číslo zápasu 270"," ZŠ Pavla Demitru, Trenčín", 4911 divákov,3/12/2017 17:00,4911,TN,NZ
HC Košice s.r.o.,MHC Martin,9,3,," Nedeľa 02.10.2016, 17:00"," 9. kolo, Číslo zápasu 41", STEEL Arena Košice, 6470 divákov,10/2/2016 17:00,6470,KE,MT
"MHk 32 Liptovský Mikuláš, a.s.",HKM a.s. Zvolen,4,1,," Nedeľa 02.10.2016, 17:00"," 9. kolo, Číslo zápasu 44", ZŠ Lipt. Mikuláš, 1820 divákov,10/2/2016 17:00,1820,LM,ZV
HC Nové Zámky ,"HK DUKLA Trenčín, a.s.",3,2,pp," Nedeľa 02.10.2016, 17:00"," 9. kolo, Číslo zápasu 45", ZŠ Nové Zámky, 952 divákov,10/2/2016 17:00,952,NZ,TN
"HK Poprad, s.r.o.","HK Nitra, s.r.o.",1,4,," Nedeľa 02.10.2016, 17:00"," 9. kolo, Číslo zápasu 42", ZŠ Poprad, 896 divákov,10/2/2016 17:00,896,PP,NR
HKM a.s. Zvolen,HK ORANGE 20,4,1,," Utorok 04.10.2016, 18:00"," 9. kolo, Číslo zápasu 276", ZŠ Zvolen, 485 divákov,10/4/2016 18:00,485,ZV,U20
HK ORANGE 20,"HK Poprad, s.r.o.",1,4,," Štvrtok 06.10.2016, 18:00"," 10. kolo, Číslo zápasu 277", ZŠ Piešťany - Easton Aréna, 170 divákov,10/6/2016 18:00,170,U20,PP
"MHk 32 Liptovský Mikuláš, a.s.",MsHK Žilina,2,1,," Piatok 07.10.2016, 17:00"," 10. kolo, Číslo zápasu 48", ZŠ Lipt. Mikuláš, 1970 divákov,10/7/2016 17:00,1970,LM,ZI
HC ‘05 iClinic Banská Bystrica,"HK Nitra, s.r.o.",5,2,," Piatok 07.10.2016, 17:30"," 10. kolo, Číslo zápasu 49", ZŠ Banská Bystrica, 2417 divákov,10/7/2016 17:30,2417,BB,NR
MHC Martin,"HK DUKLA Trenčín, a.s.",2,3,sn," Piatok 07.10.2016, 18:00"," 10. kolo, Číslo zápasu 46", ZŠ Martin, 1850 divákov,10/7/2016 18:00,1850,MT,TN
HC Nové Zámky ,HKM a.s. Zvolen,1,5,," Piatok 07.10.2016, 18:00"," 10. kolo, Číslo zápasu 47", ZŠ Nové Zámky, 1421 divákov,10/7/2016 18:00,1421,NZ,ZV
"HK Poprad, s.r.o.",HC Košice s.r.o.,3,4,pp," Piatok 07.10.2016, 18:00"," 10. kolo, Číslo zápasu 50", ZŠ Poprad, 1106 divákov,10/7/2016 18:00,1106,PP,KE
"HK Nitra, s.r.o.","MHk 32 Liptovský Mikuláš, a.s.",4,1,," Nedeľa 09.10.2016, 17:00"," 11. kolo, Číslo zápasu 53", Nitra Aréna, 2288 divákov,10/9/2016 17:00,2288,NR,LM
MsHK Žilina,HC Nové Zámky ,5,4,pp," Nedeľa 09.10.2016, 17:00"," 11. kolo, Číslo zápasu 54", _, 798 divákov,10/9/2016 17:00,798,ZI,NZ
HKM a.s. Zvolen,"HK DUKLA Trenčín, a.s.",4,3,," Nedeľa 09.10.2016, 17:00"," 11. kolo, Číslo zápasu 55", ZŠ Zvolen, 1002 divákov,10/9/2016 17:00,1002,ZV,TN
"HK Poprad, s.r.o.",MHC Martin,3,5,," Nedeľa 09.10.2016, 17:00"," 11. kolo, Číslo zápasu 51", ZŠ Poprad, 863 divákov,10/9/2016 17:00,863,PP,MT
HK ORANGE 20,"HK DUKLA Trenčín, a.s.",0,2,," Utorok 11.10.2016, 18:00"," 11. kolo, Číslo zápasu 278", ZŠ Piešťany - Easton Aréna, 144 divákov,10/11/2016 18:00,144,U20,TN
HC Košice s.r.o.,HC ‘05 iClinic Banská Bystrica,3,2,," Utorok 18.10.2016, 17:30"," 11. kolo, Číslo zápasu 52", STEEL Arena Košice, 2735 divákov,10/18/2016 17:30,2735,KE,BB
HK ORANGE 20,MHC Martin,0,4,," Štvrtok 13.10.2016, 18:00"," 12. kolo, Číslo zápasu 279", ZŠ Piešťany - Easton Aréna, 130 divákov,10/13/2016 18:00,130,U20,MT
"MHk 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,3,1,," Piatok 14.10.2016, 17:00"," 12. kolo, Číslo zápasu 59", ZŠ Lipt. Mikuláš, 2150 divákov,10/14/2016 17:00,2150,LM,KE
HC ‘05 iClinic Banská Bystrica,"HK Poprad, s.r.o.",3,0,," Piatok 14.10.2016, 17:30"," 12. kolo, Číslo zápasu 60", ZŠ Banská Bystrica, 2212 divákov,10/14/2016 17:30,2212,BB,PP
MHC Martin,HKM a.s. Zvolen,7,2,," Piatok 14.10.2016, 18:00"," 12. kolo, Číslo zápasu 56", ZŠ Martin, 1755 divákov,10/14/2016 18:00,1755,MT,ZV
"HK DUKLA Trenčín, a.s.",MsHK Žilina,1,4,," Piatok 14.10.2016, 18:00"," 12. kolo, Číslo zápasu 57"," ZŠ Pavla Demitru, Trenčín", 2130 divákov,10/14/2016 18:00,2130,TN,ZI
